,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
9347,깨소금,후추,1252,212,1,-2.0972310059601207
8841,고추장,표고버섯,741,664,2,-2.0212827738406394
662,간장,통후추,2175,113,1,-2.0203189418631893
14364,고춧가루,토마토케첩,1253,196,1,-2.01955779375465
23844,굴,후춧가루,111,2109,1,-1.971646561419173
12734,간장,우유,2175,99,1,-1.8880509732854387
3260,갓,참기름,113,1888,1,-1.8788083450458506
17572,간장,배추,2175,95,1,-1.8468080147513894
160,다진마늘,통후추,1803,113,1,-1.8327422215437221
23267,대파,토마토케첩,1037,196,1,-1.8303490470881087
23173,간장,햄,2175,92,1,-1.814719700199889
26734,다진마늘,정종,1803,103,1,-1.7400833910610172
16674,게맛살,후춧가루,86,2109,1,-1.7164636563603466
29962,다진마늘,파프리카,1803,100,1,-1.710524588819473
31429,무,오이,413,436,1,-1.7092370159381314
7791,계란노른자,참기름,91,1888,1,-1.6622800328503602
17909,고춧가루,피망,1253,274,2,-1.6614240603522574
26496,고등어,참기름,88,1888,1,-1.6287573408117169
27067,버터,홍고추,149,1096,1,-1.6115159530814842
6933,돼지고기,쇠고기,264,615,1,-1.6057185505808984
16572,밀가루,청주,347,465,1,-1.5995093651622798
27089,간장,버터,2175,73,1,-1.5833905642992399
5076,국수,후춧가루,75,2109,1,-1.5796044736431492
23682,마늘,호박,738,211,1,-1.5639491377046033
16787,김,양파,136,1144,1,-1.5630882373038595
7980,깨소금,토마토,1252,122,1,-1.5446657760213647
10012,깨소금,통깨,1252,243,2,-1.5405589940687112
6271,감자,청주,326,465,1,-1.537081966582128
27710,모시조개,참기름,79,1888,1,-1.5208683788005317
26236,낙지,후춧가루,139,2109,2,-1.5034431126775853
20975,감자,오이,326,436,1,-1.4726868043438062
27507,대추,홍고추,129,1096,1,-1.4673820514976972
8590,고춧가루,양송이버섯,1253,110,1,-1.4419235003165487
20204,깨소금,양송이버섯,1252,110,1,-1.4411250970805243
6418,계란,애호박,947,145,1,-1.4381800152347168
24381,꿀,홍고추,125,1096,1,-1.435883384438326
7901,대추,후춧가루,129,2109,2,-1.4287815839085656
28423,다진파,올리브유,880,153,1,-1.4185070084927518
23784,설탕,홍합,1010,133,1,-1.416201917685123
18170,무순,후춧가루,63,2109,1,-1.4052510864983714
29850,국간장,식초,255,520,1,-1.4032395363619634
20102,고춧가루,청피망,1253,105,1,-1.3954034846816559
14339,가지,후춧가루,124,2109,2,-1.3892507451519305
20107,고춧가루,홍피망,1253,103,1,-1.3761721227537684
26493,깨소금,정종,1252,103,1,-1.3753737195177438
28166,고사리,양파,109,1144,1,-1.3417812337969512
11084,다진마늘,치커리,1803,69,1,-1.3394609074286408
23335,돼지고기,실파,264,465,1,-1.3261336883617367
4454,느타리버섯,홍고추,223,1096,2,-1.3215942380361985
9211,대추,참기름,129,1888,2,-1.318085750135237
30131,계란,파,947,127,1,-1.3056333592727338
4624,고사리,홍고추,109,1096,1,-1.2989175293651687
5645,국간장,청주,255,465,1,-1.2914481303738465
27626,마른고추,후춧가루,56,2109,1,-1.287468050841988
23730,다진파,홍합,880,133,1,-1.2784182153220702
30770,물,토마토,954,122,1,-1.2728318958096072
30279,무,육수,413,281,1,-1.2699494419228428
2150,고추,후춧가루,55,2109,1,-1.2694495453393098
5050,느타리버섯,식초,223,520,1,-1.269147762663656
20167,깻잎,실파,249,465,1,-1.2676374816801281
2835,깻잎,청주,249,465,1,-1.2676374816801281
3351,고추장,청주,741,465,3,-1.2595729218433978
12955,고추장,올리브유,741,153,1,-1.2465857263165867
22145,무,피망,413,274,1,-1.2447228789771672
1231,대파,오이,1037,436,4,-1.2435822700867352
24893,다진생강,식용유,179,627,1,-1.23647952610174
5624,다진파,파,880,127,1,-1.2322561735589077
30427,계란,된장,947,116,1,-1.2150364639205071
24276,대파,청피망,1037,105,1,-1.206194738015115
7975,다진파,토마토,880,122,1,-1.1920901318335728
655,계란,통후추,947,113,1,-1.188834091526483
27052,버터,청고추,149,717,1,-1.1871693261731435
24280,대파,홍피망,1037,103,1,-1.1869633760872274
231,밥,홍고추,292,1096,3,-1.1857111607361972
20327,다진마늘,완두콩,1803,59,1,-1.182891846737101
17578,녹말가루,청고추,296,717,2,-1.1804352939917997
13431,상추,홍고추,96,1096,1,-1.1719178386038611
3288,굴,참기름,111,1888,2,-1.1678035470858992
3821,물엿,표고버섯,157,664,1,-1.1626751344528061
779,겨자,홍고추,95,1096,1,-1.161446538736566
26126,고추장,육수,741,281,2,-1.1613552936979517
12607,고구마,후춧가루,49,2109,1,-1.1539366582174655
1636,꼬치,후춧가루,49,2109,1,-1.1539366582174655
29353,다시물,후춧가루,49,2109,1,-1.1539366582174655
10542,가래떡,소금,105,1942,2,-1.1404339980769125
2258,계란,진간장,947,320,3,-1.1311549799398048
19311,굴소스,쇠고기,164,615,1,-1.1296358752587805
167,다진파,통후추,880,113,1,-1.115456905812657
24225,마요네즈,참기름,104,1888,2,-1.1026642449149375
5410,김,청고추,136,717,1,-1.0958779059637367
8829,고추장,밀가루,741,263,2,-1.0951546565419703
23605,국간장,양파,255,1144,3,-1.093084608058124
9700,느타리버섯,오이,223,436,1,-1.0929611944372173
1728,물엿,쇠고기,157,615,1,-1.0860152527828901
3980,대파,실파,1037,465,5,-1.0848338810108475
9028,꼬치,소금,49,1942,1,-1.071441126589961
28750,물,우유,954,99,1,-1.0639307012109407
644,국수,설탕,75,1247,1,-1.054131238844411
773,다진생강,식초,179,520,1,-1.0493617970442923
9629,고등어,후춧가루,88,2109,2,-1.0463059940250998
5159,배추,양파,81,1144,1,-1.0448825062402463
27500,대추,청고추,129,717,1,-1.0430354245893567
4870,쇠고기,청고추,386,717,3,-1.0404481010244058
24363,꿀,청고추,125,717,1,-1.0115367575299858
25925,다진쇠고기,양파,78,1144,1,-1.0071421782573993
232,당근,홍고추,893,1096,11,-1.0042609552141535
28897,고추기름,후춧가루,42,2109,1,-0.9997859783902071
29357,가쓰오브시,후춧가루,42,2109,1,-0.9997859783902071
2318,미나리,식용유,282,627,2,-0.9978536106391531
16816,다시마,진간장,276,320,1,-0.9968690411389864
1664,꿀,후춧가루,125,2109,3,-0.9918178087410302
14536,무,호박,413,211,1,-0.9834529060651634
15077,물,피망,954,274,3,-0.9833266687963114
1114,밀가루,콩나물,347,250,1,-0.9789328774371698
3125,당근,잣,893,97,1,-0.9774447390079462
14683,돼지고기,팽이버섯,264,327,1,-0.9740564536716337
14275,가지,물,124,695,1,-0.9723405907978933
25920,다진쇠고기,홍고추,78,1096,1,-0.9642784738256167
7431,고등어,소금,88,1942,2,-0.9638104623975956
16293,굴소스,식초,164,520,1,-0.9618424190277357
11289,김,식용유,136,627,1,-0.9617486059970369
26415,고운고춧가루,참기름,45,1888,1,-0.95808301610383
22248,당근,배추,893,95,1,-0.9566106521051041
19377,바지락,설탕,68,1247,1,-0.9561508304842073
24365,닭,청고추,118,717,1,-0.9539076446933493
21709,김,쇠고기,136,615,1,-0.942424333170634
11000,돼지고기,무,264,316,1,-0.9398384963612925
12175,두부,생강즙,371,224,1,-0.9359952940905393
24358,레몬,참기름,44,1888,1,-0.9356101602517715
13984,느타리버섯,생강,223,369,1,-0.9261155951287101
647,국수,홍고추,75,1096,1,-0.9250577606723355
29564,올리브유,홍고추,75,1096,1,-0.9250577606723355
23654,쇠고기,호박,386,211,1,-0.9158426825689616
2051,감자,설탕,326,1247,5,-0.9141025942407079
22095,계란흰자,참기름,43,1888,1,-0.9126206420270727
10178,녹말가루,홍고추,296,1096,4,-0.9116347403401948
8543,베이컨,설탕,65,1247,1,-0.9110303952037377
16499,두부,오이,371,436,2,-0.9088443050245884
16260,마늘,오이,738,436,4,-0.9034388864576804
30568,당근,쌀,893,90,1,-0.9025434308348284
1192,국간장,식용유,255,627,2,-0.8972100848594657
21471,가쓰오브시,참기름,42,1888,1,-0.8890901446168785
26485,굵은고춧가루,참기름,42,1888,1,-0.8890901446168785
32258,두부,후추,371,212,1,-0.8809355169075117
527,당근,멸치,893,88,1,-0.8800705749827697
9748,꿀,식용유,125,627,1,-0.877407457563286
25450,닭,표고버섯,118,664,1,-0.8771139535701629
4616,고사리,청고추,109,717,1,-0.8745709024568283
4156,다진생강,오이,179,436,1,-0.8731752288178535
7457,가지,식용유,124,627,1,-0.8693752858660218
7520,다시마,육수,276,281,1,-0.86690271467896
24300,마늘,청피망,738,105,1,-0.8660513543860601
6001,물,통깨,954,243,3,-0.8632600057487895
28413,설탕,올리브유,1010,153,2,-0.8631435302958596
16899,굴,물,111,695,1,-0.8615892265051905
7835,바질,후춧가루,73,2109,2,-0.8594286206952846
175,당면,홍고추,70,1096,1,-0.856064889185384
9981,깻잎,오징어,249,307,1,-0.852447823679969
19434,가지,쇠고기,124,615,1,-0.850051013039619
12546,말린표고버섯,후춧가루,36,2109,1,-0.8456352985629488
553,감자,실파,326,465,2,-0.8439347860221829
20985,밀가루,오이,347,436,2,-0.8419670223640124
4491,다진생강,후춧가루,179,2109,5,-0.8400642535134935
18272,국멸치,설탕,60,1247,1,-0.8309876875302014
377,설탕,찹쌀,1010,74,1,-0.8299178826675391
25774,배,청고추,104,717,1,-0.8276139193690573
24036,돼지고기,육수,264,281,1,-0.8224509521081261
16067,녹말가루,콩나물,296,250,1,-0.8199675518143711
19918,도라지,후춧가루,70,2109,2,-0.8174644215962524
1292,방울토마토,후춧가루,35,2109,1,-0.8174644215962524
30706,마늘,파프리카,738,100,1,-0.8172611902166281
27529,대추,양파,129,1144,2,-0.8170985753695342
14027,김치,진간장,230,320,1,-0.8145474843450319
23109,마늘,우유,738,99,1,-0.8072108543631266
16254,맛술,실파,157,465,1,-0.8064303905637286
30172,김치,무,230,316,1,-0.8019687021381717
12693,닭,쇠고기,118,615,1,-0.8004540719002469
12482,물,양상추,954,76,1,-0.7995441913626818
10634,닭고기,홍고추,66,1096,1,-0.7972243891624505
18174,무순,양파,63,1144,1,-0.7935680779593401
13722,배춧잎,후춧가루,34,2109,1,-0.7884768847230003
11287,김,후춧가루,136,2109,4,-0.7884768847230003
29669,대하,후춧가루,34,2109,1,-0.7884768847230003
3481,배추김치,후춧가루,34,2109,1,-0.7884768847230003
9338,설탕,후추,1010,212,3,-0.7838267754672721
8549,베이컨,홍고추,65,1096,1,-0.7819569170316621
6804,설탕,호박,1010,211,3,-0.7790986342713262
649,국수,참기름,75,1888,2,-0.7757614593098754
29569,올리브유,참기름,75,1888,2,-0.7757614593098754
30399,생강,콩나물,283,250,1,-0.7750549951335483
964,김치,쇠고기,230,615,2,-0.7747015757978322
24474,김치,오징어,230,307,1,-0.7730742361384568
2827,깻잎,육수,249,281,1,-0.7639547454265175
30075,다시다,참기름,37,1888,1,-0.7623384389777347
10040,샐러리,표고버섯,105,664,1,-0.7603896792620215
8371,머스터드,후춧가루,66,2109,2,-0.758623921573319
8144,녹말가루,미나리,296,235,1,-0.7580921480962836
3169,배,표고버섯,104,664,1,-0.7508202282458708
9032,무순,홍고추,63,1096,1,-0.7507043735275577
3800,다시마,설탕,276,1247,5,-0.7476060785911504
27496,밤,청고추,96,717,1,-0.7475712116955209
3117,무,표고버섯,413,664,4,-0.7435825609456401
16288,맛술,오이,157,436,1,-0.7420352283254066
16434,고사리,식용유,109,627,1,-0.7404416024901287
23746,굴,쇠고기,111,615,1,-0.7392996487469162
10107,깻잎,피망,249,274,1,-0.738728182480842
764,겨자,청고추,95,717,1,-0.7370999118282254
18633,닭,양파,118,1144,2,-0.7279707954735268
28741,된장,표고버섯,203,664,2,-0.7264881275863401
27384,멸치,쇠고기,109,615,1,-0.7211173296637258
12266,고사리,쇠고기,109,615,1,-0.7211173296637258
8121,겨자,후춧가루,95,2109,3,-0.7173809630392699
7687,샐러리,참기름,105,1888,3,-0.706768587822924
719,겨자,물,95,695,1,-0.7059359167933972
2996,샐러리,식용유,105,627,1,-0.7030540704185083
7642,샐러리,설탕,105,1247,2,-0.6974562949056787
3139,배,참기름,104,1888,3,-0.6971991368067731
9806,양파,파,515,127,1,-0.6965011667503916
9291,녹두,후춧가루,31,2109,1,-0.6961035645919851
19611,계란노른자,청고추,91,717,1,-0.6940825267445346
9772,배,식용유,104,627,1,-0.6934846194023575
20992,버터,오이,149,436,1,-0.6897357289225576
5375,된장,진간장,203,320,1,-0.6896741544636238
507,다시마,후춧가루,276,2109,9,-0.6852926484877694
12787,닭,홍고추,118,1096,2,-0.6851070910417445
25127,낙지,청주,139,465,1,-0.6846585183461122
10449,녹말가루,오이,296,436,2,-0.6830016967412137
32480,가지,식초,124,520,1,-0.6822575568085741
29662,대하,참기름,34,1888,1,-0.6777810509496716
28564,마른고추,양파,56,1144,1,-0.6757850423029567
805,상추,표고버섯,96,664,1,-0.6707775205723342
3168,밤,표고버섯,96,664,1,-0.6707775205723342
19928,생강,생강즙,283,224,1,-0.6652401291263418
22916,꼴뚜기,후춧가루,30,2109,1,-0.6633137417689942
18294,국멸치,후춧가루,60,2109,2,-0.6633137417689942
12462,미나리,생강즙,282,224,1,-0.6617003024212177
26475,고등어,청고추,88,717,1,-0.6605598347058911
31653,고추,양파,55,1144,1,-0.6577665368002783
12733,우유,참기름,33,1888,1,-0.6479280877999903
24233,빵가루,참기름,33,1888,1,-0.6479280877999903
17389,머스터드,참기름,66,1888,2,-0.6479280877999903
2065,갈치,참기름,33,1888,1,-0.6479280877999903
9201,계핏가루,소금,32,1942,1,-0.6453567312790609
32393,밥,후추,292,212,1,-0.6414872565683584
18790,다시마,생강즙,276,224,1,-0.6401940972002541
7089,게맛살,청고추,86,717,1,-0.6375703164811923
11833,미나리,오이,282,436,2,-0.6345493133552668
26003,다진양파,설탕,49,1247,1,-0.6284634234187273
9168,멥쌀,설탕,49,1247,1,-0.6284634234187273
25253,꽃게,설탕,49,1247,1,-0.6284634234187273
19645,계란노른자,표고버섯,91,664,1,-0.6172888356213482
9208,계핏가루,참기름,32,1888,1,-0.6171564291332367
23609,감자,쑥갓,326,185,1,-0.6154003860730967
17948,새우,피망,220,274,1,-0.614902832368496
16537,겨자,참기름,95,1888,3,-0.6066851292659413
14600,미나리,호박,282,211,1,-0.6019123840422443
9785,배,양파,104,1144,2,-0.6016770701492347
9976,쇠고기,오징어,386,307,2,-0.597685116120147
1672,꿀,참기름,125,1888,4,-0.5934399025159208
22846,꼴뚜기,소금,30,1942,1,-0.5808182101414897
9464,목이버섯,홍고추,53,1096,1,-0.5778615606881469
508,멸치,후춧가루,109,2109,4,-0.5671698812160918
23037,밥,토마토케첩,292,196,1,-0.5630156411268632
23242,양파,죽순,515,111,1,-0.5618442816041346
7092,게맛살,표고버섯,86,664,1,-0.5607766253580059
7522,된장,육수,203,281,1,-0.5597078280035973
5138,배추,후춧가루,81,2109,3,-0.5579532261111679
17523,밀가루,팽이버섯,347,327,2,-0.5542849499122315
18301,국멸치,참기름,60,1888,2,-0.5526179079956657
5766,까나리액젓,소금,29,1942,1,-0.5469166584658085
13061,갑오징어,설탕,45,1247,1,-0.5433056150784205
29763,꽃게,양파,49,1144,1,-0.5422536496784341
29371,다시물,양파,49,1144,1,-0.5422536496784341
31999,단무지,양파,49,1144,1,-0.5422536496784341
18638,고구마,양파,49,1144,1,-0.5422536496784341
30575,쌀,양파,49,1144,1,-0.5422536496784341
30726,멥쌀,양파,49,1144,1,-0.5422536496784341
7797,계란노른자,쇠고기,91,615,1,-0.5406289539514322
16106,느타리버섯,콩나물,223,250,1,-0.5367798689504293
3958,게맛살,소금,86,1942,3,-0.5353558360647325
6425,밀가루,진간장,347,320,2,-0.5326457748087503
22017,육수,청고추,77,717,1,-0.5270284420813685
7432,고등어,식용유,88,627,1,-0.5264305347391913
26155,생강즙,팽이버섯,168,327,1,-0.5220713299285765
2471,밤,양파,96,1144,2,-0.5216343624756983
12241,곱창,후춧가루,26,2109,1,-0.5202128981283209
8375,마요네즈,후춧가루,104,2109,4,-0.5202128981283209
17964,가래떡,식초,105,520,1,-0.5159363413610606
30943,배즙,소금,28,1942,1,-0.5118253386545384
3961,게맛살,참기름,86,1888,3,-0.5071555339189082
13556,밥,생강,292,369,2,-0.5025504453769278
22234,배추,표고버섯,81,664,1,-0.5008784837769369
1304,레몬즙,후춧가루,51,2109,2,-0.5007948122712192
29525,올리브유,청고추,75,717,1,-0.500711133763995
6479,계란흰자,설탕,43,1247,1,-0.49784324100166305
3832,김치,청주,230,465,2,-0.4951167135786706
4,국간장,설탕,255,1247,6,-0.4861472012384719
9824,마른고추,참기름,56,1888,2,-0.4836250365087141
15178,된장,식초,203,520,2,-0.4820347896853794
2172,들깻가루,후춧가루,25,2109,1,-0.48099218497503965
25362,단호박,후춧가루,25,2109,1,-0.48099218497503965
3038,밤,홍고추,96,1096,2,-0.4787706580439159
5289,낙지,참기름,139,1888,5,-0.47645654703010154
12084,실파,진간장,164,320,1,-0.4763346032460348
17839,모시조개,표고버섯,79,664,1,-0.4758771815715195
23476,고추기름,설탕,42,1247,1,-0.4743127435914691
223,밥,청고추,292,717,4,-0.4736824613760757
2155,고추,참기름,55,1888,2,-0.4656065310060358
3808,다진쇠고기,표고버섯,78,664,1,-0.46313815579408985
14419,다진양파,후춧가루,49,2109,2,-0.46078947765752015
7717,두부,물엿,371,139,1,-0.45882317536619105
1428,갑오징어,양파,45,1144,1,-0.45709584133812725
26538,물엿,팽이버섯,157,327,1,-0.45435315587362557
7526,맛술,팽이버섯,157,327,1,-0.45435315587362557
23745,쇠고기,홍합,386,133,1,-0.45433367731464874
10866,굴소스,설탕,164,1247,4,-0.45021519201240856
10111,두부,피망,371,274,2,-0.44433016806362424
2431,밤,후춧가루,96,2109,4,-0.4401701904547844
27862,깨,후춧가루,24,2109,1,-0.4401701904547844
2744,상추,후춧가루,96,2109,4,-0.4401701904547844
12878,다진홍고추,후춧가루,24,2109,1,-0.4401701904547844
14624,새우젓,홍고추,46,1096,1,-0.43621104362512014
1267,소금,쌀뜨물,1360,37,1,-0.4343050710023863
174,당면,청고추,70,717,1,-0.43171826227704363
30899,양파,잣,515,97,1,-0.4270250587951832
6810,낙지,청고추,139,717,2,-0.424549772798431
31807,된장,통깨,203,243,1,-0.4144146020104
27063,숙주,홍고추,45,1096,1,-0.4142321369063449
9660,당면,후춧가루,70,2109,3,-0.41199931348808816
11080,겨자잎,참기름,26,1888,1,-0.40951706435499224
12249,곱창,참기름,26,1888,1,-0.40951706435499224
30597,소금,트레비스,1360,36,1,-0.40690609681427187
1197,다진쇠고기,식용유,78,627,1,-0.4058025469505766
17433,미림,후춧가루,69,2109,3,-0.3976105760359885
25771,굴,오이,111,436,1,-0.39531962428943274
29321,마요네즈,실파,104,465,1,-0.39457548435679324
5245,낙지,물,139,695,2,-0.39338577776360273
6210,다진생강,참기름,179,1888,7,-0.3928961831189519
5194,새우,홍고추,220,1096,5,-0.39175928105428626
24354,레몬,홍고추,44,1096,1,-0.39175928105428626
29385,가쓰오브시,양파,42,1144,1,-0.3881029698511757
8258,양송이버섯,참기름,76,1888,3,-0.3835415779517316
21458,고구마,소금,49,1942,2,-0.3782939460300158
26591,고운고춧가루,후춧가루,45,2109,2,-0.3756316693172133
3262,갓,다진파,113,419,1,-0.3734059182625425
10632,닭고기,청고추,66,717,1,-0.3728777622541101
21604,계란노른자,식초,91,520,1,-0.3728354977203873
12521,부추,후춧가루,112,2109,5,-0.37117731896783307
5080,국수,식용유,75,627,1,-0.3665818337972954
19002,새우,후추,220,212,1,-0.3583610006524382
1881,상추,소금,96,1942,4,-0.35767465882728
8544,베이컨,청고추,65,717,1,-0.3576102901233217
9361,도라지,표고버섯,70,664,1,-0.35492457115385706
20954,새우,호박,220,211,1,-0.35363285945649225
26704,레몬,후춧가루,44,2109,2,-0.3531588134651546
29754,미더덕,후춧가루,22,2109,1,-0.3531588134651546
9221,석이버섯,후춧가루,22,2109,1,-0.3531588134651546
20292,두반장,후춧가루,22,2109,1,-0.3531588134651546
22378,생강,팽이버섯,283,327,2,-0.35040706760860985
25280,꽃게,참기름,49,1888,2,-0.35009364388419145
9213,멥쌀,참기름,49,1888,2,-0.35009364388419145
3891,단무지,참기름,49,1888,2,-0.35009364388419145
12792,다시물,참기름,49,1888,2,-0.35009364388419145
20707,다시다,설탕,37,1247,1,-0.3475610379523252
25571,가쓰오브시,홍고추,42,1096,1,-0.3452392654193934
8633,스파게티,홍고추,42,1096,1,-0.3452392654193934
22292,미림,표고버섯,69,664,1,-0.3405358337017574
1264,미나리,후춧가루,282,2109,13,-0.33907407358341574
21090,버터,오징어,149,307,1,-0.33894123316072056
9186,깨,참기름,24,1888,1,-0.32947435668145575
18059,꽁치,참기름,24,1888,1,-0.32947435668145575
10435,들기름,참기름,24,1888,1,-0.32947435668145575
22124,게살,참기름,24,1888,1,-0.32947435668145575
5225,새우,쇠고기,220,615,3,-0.32478470511883395
30819,바질,쇠고기,73,615,1,-0.32022888858297316
12543,말린표고버섯,설탕,36,1247,1,-0.32016206376421064
21280,라이스페이퍼,소금,23,1942,1,-0.31511504440848415
2741,상추,청주,96,465,1,-0.3145327766832567
10536,가래떡,후춧가루,105,2109,5,-0.3066387978302618
26693,굵은고춧가루,후춧가루,42,2109,2,-0.3066387978302618
7518,맛술,육수,157,281,1,-0.3027476543101181
26583,고운고춧가루,소금,45,1942,2,-0.29313613768970886
2656,생강즙,식초,168,520,2,-0.2927927900468508
30250,방울토마토,설탕,35,1247,1,-0.2919911867975143
4912,식초,팽이버섯,266,327,2,-0.28845647874707137
32106,라이스페이퍼,참기름,23,1888,1,-0.28691474226265995
17438,미림,참기름,69,1888,3,-0.28691474226265995
29333,굴소스,밀가루,164,263,1,-0.28016763963002717
28714,국멸치,청고추,60,717,1,-0.2775675824497852
12945,맛술,피망,157,274,1,-0.2775210913644425
2339,양파,콩나물,515,250,3,-0.27516270948593713
26926,오이,팽이버섯,131,327,1,-0.27330467372646916
20301,두반장,소금,22,1942,1,-0.27066328183765026
31368,사과,소금,22,1942,1,-0.27066328183765026
32298,다진돼지고기,소금,22,1942,1,-0.27066328183765026
13081,갑오징어,참기름,45,1888,2,-0.2649358355438846
19190,배추김치,설탕,34,1247,1,-0.26300364992426206
16745,다시다,양파,37,1144,1,-0.26135126421203186
2320,식용유,콩나물,338,250,2,-0.2595068124133841
29422,날치알,후춧가루,20,2109,1,-0.2578486336608298
447,쌈장,후춧가루,20,2109,1,-0.2578486336608298
26249,생강즙,콩나물,168,250,1,-0.25357207689356953
2823,월계수잎,참기름,22,1888,1,-0.24246297969182612
9228,석이버섯,참기름,22,1888,1,-0.24246297969182612
30138,다진돼지고기,참기름,22,1888,1,-0.24246297969182612
23520,두반장,참기름,22,1888,1,-0.24246297969182612
12563,물엿,밀가루,157,263,1,-0.23654701715413684
2702,식초,청주,266,465,3,-0.23506860532900992
24189,빵가루,설탕,33,1247,1,-0.23315068677458092
16269,생강,오이,283,436,3,-0.23262403195222642
6013,식용유,통깨,338,243,2,-0.23110733789168617
22150,버터,피망,149,274,1,-0.22522159196159364
2844,생강즙,통깨,168,243,1,-0.22517260237187162
8032,소금,유부,1360,30,1,-0.2245845400203173
20971,소금,우스터소스,1360,30,1,-0.2245845400203173
9033,무순,소금,63,1942,3,-0.22414326620275737
26650,굵은고춧가루,소금,42,1942,2,-0.22414326620275737
24124,고추기름,소금,42,1942,2,-0.22414326620275737
15818,베이컨,식용유,65,627,1,-0.22348099015662204
10002,양상추,참기름,43,1888,2,-0.21947346146712737
3806,다진쇠고기,식초,78,520,1,-0.21868481789312894
7968,쇠고기,청피망,386,105,1,-0.21794489925041846
24881,굴소스,깨소금,164,246,1,-0.21334514338462543
19361,마른고추,청고추,56,717,1,-0.20857471096283378
27641,돼지갈비,후춧가루,19,2109,1,-0.2065553392732793
10331,날콩가루,후춧가루,19,2109,1,-0.2065553392732793
20590,닭다리,후춧가루,19,2109,1,-0.2065553392732793
29535,새송이버섯,양파,35,1144,1,-0.2057814130572211
15116,가래떡,양파,105,1144,3,-0.2057814130572211
23521,고추기름,참기름,42,1888,2,-0.19594296405693326
3426,돼기고기,물,57,695,1,-0.19511029302740646
11189,말린표고버섯,홍고추,36,1096,1,-0.19108858559213507
18909,소금,햇살담은간장,1360,29,1,-0.1906829883446359
30418,물엿,콩나물,157,250,1,-0.18585390283861866
1605,생강즙,실파,168,465,2,-0.1810013840587341
4514,다시다,후춧가루,37,2109,2,-0.17988709219111798
3486,배추김치,양파,34,1144,1,-0.1767938761839688
2089,생강,참기름,283,1888,14,-0.15781009436148927
11693,김칫잎,후춧가루,18,2109,1,-0.15248811800300355
19817,쌀국수,후춧가루,18,2109,1,-0.15248811800300355
30694,닭 육수,후춧가루,18,2109,1,-0.15248811800300355
2350,무명실,후춧가루,18,2109,1,-0.15248811800300355
1968,바질,식초,73,520,1,-0.1524354323519284
13999,돼기고기,표고버섯,57,664,1,-0.1494805969390482
20380,미림,홍고추,69,1096,2,-0.14852897117333907
29467,쌈장,참기름,20,1888,1,-0.14715279988750118
29450,날치알,참기름,20,1888,1,-0.14715279988750118
26868,갈치,양파,33,1144,1,-0.14694091303428772
2703,식초,후춧가루,266,2109,15,-0.1375624677863278
7108,배추김치,홍고추,34,1096,1,-0.13393017175218652
25376,마른고추,표고버섯,56,664,1,-0.1317810198396473
4880,식용유,홍고추,338,1096,10,-0.1280304496249981
19689,새송이버섯,후춧가루,35,2109,2,-0.12431724103630713
22207,국멸치,쇠고기,60,615,1,-0.12411400965668283
20599,닭다리,소금,19,1942,1,-0.12405980764577496
19015,다진고추,소금,19,1942,1,-0.12405980764577496
2878,돼기고기,소금,57,1942,3,-0.12405980764577496
9381,식용유,오이,338,436,4,-0.12254095734022666
17559,식용유,팽이버섯,338,327,3,-0.12254095734022666
9460,목이버섯,물,53,695,1,-0.12235093874497814
25473,계핏가루,양파,32,1144,1,-0.11616925436753392
15898,양배추,청고추,51,717,1,-0.11504865295201039
2151,고추,표고버섯,55,664,1,-0.11376251433696893
10092,당면,식초,70,520,1,-0.11047123325289622
3868,멸치,표고버섯,109,664,2,-0.10463003077369648
13212,양파,파슬리,515,70,1,-0.10080932234115932
3250,돼기고기,참기름,57,1888,3,-0.0958595054999507
22898,동태살,후춧가루,17,2109,1,-0.0953297041630549
16111,멸칫국물,후춧가루,17,2109,1,-0.0953297041630549
24973,라면,후춧가루,17,2109,1,-0.0953297041630549
2154,고추,소금,55,1942,3,-0.08834172504369567
24637,가래떡,마늘,105,339,1,-0.0881076371660378
30728,시금치,양파,31,1144,1,-0.08442055605295361
23838,식초,홍합,266,133,1,-0.08199261663151707
25772,배추,오이,81,436,1,-0.08023857764953732
8280,목이버섯,표고버섯,53,664,1,-0.07672124265661995
14735,다진양파,청고추,49,717,1,-0.07504331833831113
14972,갈비,홍고추,32,1096,1,-0.07330554993575164
2874,돼기고기,쇠고기,57,615,1,-0.0728207152691323
30661,닭 육수,소금,18,1942,1,-0.06999258637549914
2351,무명실,소금,18,1942,1,-0.06999258637549914
31449,깐밤,소금,18,1942,1,-0.06999258637549914
29549,올리브유,청주,75,465,1,-0.06767269875173101
26701,갈치,후춧가루,33,2109,2,-0.06547674101337371
18995,실파,후추,164,212,1,-0.06459988212427509
20169,실파,호박,164,211,1,-0.05987174092832918
4492,꽃게,후춧가루,49,2109,3,-0.0553243695493557
3896,단무지,후춧가루,49,2109,3,-0.0553243695493557
3882,쌀,후춧가루,49,2109,3,-0.0553243695493557
16197,멸치,무,109,316,1,-0.055237275444120014
19519,부추,오징어,112,307,1,-0.0534937985103559
18670,샐러리,팽이버섯,105,327,1,-0.05206770068284098
5041,곤약,양파,30,1144,1,-0.051630733229962845
10633,닭고기,식초,66,520,1,-0.051630733229962845
6293,멸치,식용유,109,627,2,-0.047294421930183336
17653,꼬치,물,49,695,1,-0.04387932330348292
